Customer_Policy_ID,Customer_ID,Customer_Policy_Type,Customer_Coverage_Amount,Customer_Annual_Premium,Policy_Start_Date,Policy_End_Date,Policy_Duration_Days,Agent_ID,Customer_Policy_Status,Premium_Collected
POL52988,CUST10035,Health,609266.0,47951.7,2022-09-05,2022-12-01,87,AGT5170,Lapsed,11429.583
POL52989,CUST11666,Property,914279.0,36805.6,2022-03-17,2023-05-05,414,AGT5283,Cancelled,41746.626
POL52990,CUST10485,Health,343952.0,24945.0,2021-12-17,2023-04-07,476,AGT5192,Active,32531.014
POL52991,CUST12402,Property,314469.0,46850.4,2024-07-02,2025-02-01,214,AGT5192,Lapsed,27468.454
POL52992,CUST12437,Term,897552.0,5794.9,2023-01-24,2023-12-30,340,AGT5157,Lapsed,5397.989
POL52993,CUST12231,Property,359018.0,35462.9,2024-04-16,2024-07-02,77,AGT5124,Cancelled,7481.215
POL52994,CUST10580,Term,134790.0,31987.9,2023-01-20,2024-04-22,458,AGT5056,Active,40138.242
POL52995,CUST12446,Health,611533.0,43410.1,2023-08-01,2025-05-30,668,AGT5004,Active,79446.43
POL52996,CUST11673,Property,188614.0,12426.7,2021-05-25,2024-12-14,1299,AGT5089,Active,44225.434
POL52999,CUST11654,Property,819324.0,37599.5,2022-07-09,2023-12-04,513,AGT5008,Lapsed,52845.325
POL53000,CUST10851,Whole,818454.0,16813.2,2022-08-23,2024-01-13,508,AGT5241,Cancelled,23400.289
POL53002,CUST12450,Term,524214.0,11164.5,2023-09-19,2024-07-02,287,AGT5216,Lapsed,8778.662
POL53003,CUST10822,Health,539904.0,46798.6,2021-05-25,2024-08-18,1181,AGT5253,Active,151422.319
POL53007,CUST10482,Term,748072.0,43702.8,2022-10-14,2025-06-15,975,AGT5023,Lapsed,116740.356
POL53008,CUST11821,Vehicle,292460.0,7432.05,2023-03-05,2025-01-31,698,AGT5066,Lapsed,14212.523
POL53010,CUST11341,Health,734767.0,27364.2,2023-12-26,2024-04-14,110,AGT5118,Cancelled,8246.745
POL53011,CUST10794,Whole,338152.0,11169.7,2022-12-30,2023-01-11,12,AGT5242,Lapsed,367.223
POL53012,CUST11579,Health,484887.0,43088.9,2023-10-23,2025-04-20,545,AGT5182,Active,64338.221
POL53014,CUST11452,Term,222209.0,18165.6,2020-09-11,2021-01-22,133,AGT5054,Lapsed,6619.246
POL53016,CUST10362,Property,836766.0,10930.5,2021-10-17,2025-06-10,1332,AGT5028,Lapsed,39888.838
POL53017,CUST11101,Term,949294.0,38991.9,2021-10-17,2022-06-26,252,AGT5293,Lapsed,26920.435
POL53019,CUST11299,Term,802880.0,14315.6,2022-07-24,2023-01-11,171,AGT5258,Active,6706.761
POL53021,CUST10628,Health,461551.0,10324.2,2022-12-24,2023-03-16,82,AGT5194,Active,2319.409
POL53022,CUST11191,Vehicle,825723.0,6465.43,2024-01-08,2024-10-30,296,AGT5034,Lapsed,5243.198
POL53023,CUST10246,Property,864954.0,27999.6,2022-02-20,2024-11-17,1001,AGT5296,Active,76787.944
POL53024,CUST11977,Vehicle,810233.0,34639.5,2022-02-06,2024-12-09,1037,AGT5031,Active,98414.141
POL53025,CUST10486,Health,897480.0,20770.1,2023-11-09,2025-04-07,515,AGT5193,Active,29305.758
POL53027,CUST10904,Property,191215.0,41862.4,2023-12-03,2025-07-14,589,AGT5127,Active,67553.298
POL53028,CUST11354,Term,116577.0,49576.9,2023-03-14,2024-07-19,493,AGT5015,Cancelled,66962.772
POL53031,CUST11754,Vehicle,706627.0,18153.3,2024-04-02,2024-10-02,183,AGT5097,Lapsed,9101.518
POL53032,CUST11811,Whole,272056.0,12489.7,2023-01-06,2024-06-22,533,AGT5178,Active,18238.384
POL53033,CUST11745,Property,435174.0,26617.2,2022-05-30,2023-02-20,266,AGT5140,Cancelled,19397.74
POL53034,CUST10830,Whole,540936.0,44776.1,2022-05-16,2025-06-30,1141,AGT5145,Lapsed,139971.315
POL53035,CUST11792,Whole,410452.0,5245.77,2022-11-25,2023-12-14,384,AGT5220,Lapsed,5518.837
POL53037,CUST11382,Vehicle,203238.0,18471.1,2021-05-03,2022-02-06,279,AGT5055,Cancelled,14119.005
POL53041,CUST12231,Term,518617.0,9732.6,2024-06-27,2025-06-14,352,AGT5165,Active,9385.959
POL53042,CUST10725,Whole,249479.0,46055.2,2024-03-17,2025-01-18,307,AGT5213,Lapsed,38736.839
POL53043,CUST10568,Term,743171.0,46394.6,2022-06-10,2024-07-07,758,AGT5283,Active,96348.238
POL53044,CUST10900,Health,200364.0,41487.4,2023-07-30,2024-04-19,264,AGT5243,Cancelled,30007.325
POL53045,CUST10931,Health,216304.0,12802.6,2024-03-22,2024-10-25,217,AGT5212,Active,7611.409
POL53047,CUST11704,Term,400213.0,48897.9,2022-07-09,2022-07-16,7,AGT5085,Cancelled,937.768
POL53048,CUST11050,Property,122841.0,3866.84,2021-01-09,2022-07-19,556,AGT5177,Active,5890.31
POL53049,CUST10239,Whole,550120.0,10446.4,2023-04-11,2023-06-30,80,AGT5176,Active,2289.622
POL53050,CUST10487,Whole,438691.0,14358.1,2024-06-03,2025-03-12,282,AGT5177,Cancelled,11093.107
POL53052,CUST10927,Whole,591049.0,37618.7,2023-06-26,2025-04-02,646,AGT5037,Lapsed,66579.946
POL53054,CUST10011,Health,292159.0,31201.1,2022-04-05,2023-05-21,411,AGT5205,Cancelled,35133.293
POL53055,CUST10406,Vehicle,373276.0,39381.2,2022-08-06,2024-08-21,746,AGT5237,Lapsed,80488.699
POL53056,CUST12003,Health,711231.0,35831.8,2024-01-13,2025-01-31,384,AGT5206,Active,37697.017
POL53057,CUST11799,Vehicle,320334.0,36723.7,2022-03-30,2022-06-14,76,AGT5024,Active,7646.579
POL53058,CUST10390,Property,121004.0,9150.88,2024-04-10,2024-12-13,247,AGT5295,Cancelled,6192.513
POL53059,CUST12428,Health,293859.0,12597.4,2023-04-05,2024-05-08,399,AGT5120,Active,13770.856
POL53060,CUST11124,Whole,343475.0,26449.6,2024-04-30,2024-12-12,226,AGT5059,Active,16377.013
POL53061,CUST10841,Term,316264.0,40207.7,2024-07-04,2025-01-05,185,AGT5143,Lapsed,20379.245
POL53062,CUST10304,Vehicle,182728.0,27237.7,2023-11-19,2025-06-07,566,AGT5154,Lapsed,42237.091
POL53063,CUST12367,Property,405861.0,7016.58,2022-12-05,2025-02-11,799,AGT5182,Active,15359.582
POL53064,CUST11701,Health,474011.0,42303.6,2024-05-11,2025-06-18,403,AGT5219,Lapsed,46707.81
POL53065,CUST11041,Whole,180687.0,24427.8,2024-07-14,2024-12-15,154,AGT5130,Cancelled,10306.524
POL53066,CUST11535,Property,757854.0,29208.0,2021-08-25,2023-08-05,710,AGT5233,Lapsed,56815.562
POL53068,CUST10011,Term,149404.0,10685.5,2022-07-10,2025-01-28,933,AGT5005,Cancelled,27313.895
POL53069,CUST10507,Health,580504.0,44870.2,2023-03-13,2025-04-17,766,AGT5131,Cancelled,94165.954
POL53070,CUST12103,Whole,462489.0,47623.8,2023-08-16,2024-04-20,248,AGT5239,Active,32358.089
POL53071,CUST11790,Vehicle,354986.0,44006.4,2022-02-20,2025-02-15,1091,AGT5044,Lapsed,131536.938
POL53074,CUST10315,Whole,599076.0,32947.1,2022-02-07,2022-12-31,327,AGT5178,Cancelled,29516.991
POL53075,CUST10074,Property,709747.0,3127.81,2022-11-24,2023-08-09,258,AGT5116,Lapsed,2210.89
POL53078,CUST10678,Term,827947.0,27371.4,2023-07-08,2024-01-30,206,AGT5071,Lapsed,15447.968
POL53081,CUST12195,Term,328427.0,35224.8,2023-02-12,2023-09-26,226,AGT5255,Active,21810.424
POL53082,CUST10992,Whole,493221.0,49730.6,2023-08-30,2024-02-13,167,AGT5140,Active,22753.453
POL53083,CUST10936,Term,936610.0,10485.9,2022-07-18,2024-05-10,662,AGT5217,Lapsed,19018.262
POL53085,CUST10090,Property,733349.0,21511.4,2023-04-13,2024-12-27,624,AGT5132,Active,36775.654
POL53086,CUST11056,Vehicle,861446.0,41743.3,2023-01-03,2023-10-24,294,AGT5093,Active,33623.37
POL53088,CUST11708,Whole,942553.0,16020.1,2021-11-23,2021-12-29,36,AGT5234,Active,1580.065
POL53089,CUST11181,Health,125936.0,49414.2,2022-04-30,2024-12-18,963,AGT5031,Lapsed,130372.259
POL53090,CUST11882,Vehicle,454153.0,15420.3,2021-09-06,2025-01-18,1230,AGT5052,Lapsed,51964.299
POL53093,CUST11138,Whole,690135.0,10373.5,2022-09-10,2023-04-06,208,AGT5192,Active,5911.474
POL53094,CUST12009,Property,311207.0,16892.4,2022-09-12,2025-05-08,969,AGT5069,Cancelled,44845.851
POL53096,CUST11922,Whole,410598.0,48243.3,2022-12-29,2023-08-18,232,AGT5001,Lapsed,30664.235
POL53098,CUST11742,Term,833150.0,8448.09,2023-07-11,2023-08-12,32,AGT5187,Lapsed,740.654
POL53099,CUST10823,Property,699678.0,25508.8,2024-03-28,2025-04-25,393,AGT5222,Cancelled,27465.639
POL53102,CUST10413,Health,957802.0,20933.8,2024-01-25,2024-03-12,47,AGT5077,Cancelled,2695.585
POL53104,CUST11091,Vehicle,577117.0,7988.09,2021-06-09,2024-10-13,1222,AGT5128,Cancelled,26743.688
POL53105,CUST11559,Vehicle,887434.0,27510.8,2023-05-23,2025-03-19,666,AGT5232,Cancelled,50197.788
POL53108,CUST11508,Vehicle,489585.0,9257.49,2022-01-03,2022-10-29,299,AGT5078,Lapsed,7583.533
POL53109,CUST11434,Term,330689.0,31566.0,2022-09-11,2024-07-04,662,AGT5282,Active,57251.211
POL53110,CUST11783,Vehicle,403394.0,9130.84,2022-04-16,2022-12-13,241,AGT5274,Active,6028.856
POL53111,CUST10968,Whole,117369.0,32130.7,2021-09-23,2023-03-30,553,AGT5159,Active,48680.211
POL53113,CUST10605,Health,736623.0,6597.11,2023-05-01,2025-07-24,815,AGT5061,Cancelled,14730.533
POL53114,CUST12044,Vehicle,246147.0,36767.2,2024-05-18,2024-11-05,171,AGT5002,Cancelled,17225.181
POL53116,CUST12068,Vehicle,127044.0,4816.38,2021-06-09,2024-12-22,1292,AGT5128,Lapsed,17048.666
POL53117,CUST10366,Vehicle,377599.0,16656.3,2021-02-09,2023-04-10,790,AGT5033,Lapsed,36050.622
POL53118,CUST10219,Property,423516.0,18192.9,2023-11-08,2024-10-30,357,AGT5185,Cancelled,17794.152
POL53119,CUST11812,Whole,914593.0,37344.8,2022-06-18,2022-10-22,126,AGT5169,Active,12891.63
POL53120,CUST10365,Term,989670.0,47696.9,2022-12-10,2024-12-29,750,AGT5028,Active,98007.329
POL53121,CUST10223,Whole,789134.0,24760.7,2023-05-26,2025-01-15,600,AGT5024,Active,40702.521
POL53125,CUST12162,Vehicle,983531.0,44931.0,2020-09-28,2024-08-14,1416,AGT5260,Lapsed,174307.66
POL53128,CUST11116,Whole,954093.0,31766.5,2024-06-21,2024-10-03,104,AGT5067,Cancelled,9051.277
POL53129,CUST12190,Health,397267.0,21497.7,2024-02-02,2024-10-15,256,AGT5299,Active,15077.839
POL53130,CUST12166,Property,538246.0,13312.6,2023-02-06,2023-08-07,182,AGT5140,Cancelled,6638.064
POL53131,CUST10968,Property,999893.0,3013.88,2021-05-07,2022-05-05,363,AGT5142,Lapsed,2997.366
POL53132,CUST12240,Whole,803202.0,43661.7,2023-11-26,2024-08-11,259,AGT5167,Active,30981.864
POL53133,CUST11175,Term,353624.0,36536.9,2021-08-14,2022-06-19,309,AGT5234,Active,30931.239
POL53135,CUST11680,Property,423348.0,47259.0,2022-01-18,2024-07-12,906,AGT5017,Active,117305.901
POL53137,CUST10021,Property,222469.0,20534.6,2023-12-26,2024-01-08,13,AGT5277,Cancelled,731.369
POL53138,CUST12327,Property,455259.0,20239.1,2023-10-19,2024-05-28,222,AGT5271,Active,12309.809
POL53140,CUST11911,Vehicle,667410.0,17506.9,2021-04-18,2021-06-06,49,AGT5031,Lapsed,2350.241
POL53141,CUST12461,Health,817469.0,13856.6,2023-08-10,2023-08-30,20,AGT5064,Active,759.266
POL53143,CUST10790,Term,997508.0,43267.5,2021-11-25,2024-09-02,1012,AGT5084,Cancelled,119963.589
POL53145,CUST11732,Whole,775941.0,16778.2,2023-12-13,2025-01-29,413,AGT5099,Active,18984.648
POL53146,CUST10959,Term,394130.0,23217.5,2023-04-14,2023-07-22,99,AGT5283,Active,6297.349
POL53148,CUST11287,Term,477525.0,36394.7,2024-02-05,2024-09-06,214,AGT5094,Active,21338.262
POL53151,CUST10184,Health,265020.0,43418.0,2022-05-30,2023-07-23,419,AGT5160,Active,49841.485
POL53152,CUST10983,Term,842819.0,31168.8,2023-02-21,2024-05-27,461,AGT5179,Lapsed,39366.621
POL53154,CUST11135,Vehicle,476553.0,10932.2,2023-05-13,2025-06-28,777,AGT5133,Lapsed,23272.108
POL53155,CUST10236,Property,220447.0,16720.5,2024-03-14,2024-07-15,123,AGT5016,Lapsed,5634.579
POL53156,CUST12439,Health,812440.0,35834.5,2022-03-17,2023-11-21,614,AGT5157,Active,60280.501
POL53159,CUST11283,Health,294631.0,30829.6,2022-07-09,2022-09-20,73,AGT5243,Active,6165.92
POL53160,CUST11577,Vehicle,288570.0,24718.0,2020-09-28,2024-08-12,1414,AGT5190,Cancelled,95756.855
POL53161,CUST11311,Whole,679983.0,23289.6,2022-03-07,2024-05-08,793,AGT5197,Active,50599.049
POL53162,CUST10953,Vehicle,491989.0,3626.2,2021-01-15,2021-03-05,49,AGT5154,Cancelled,486.805
POL53163,CUST11426,Property,594868.0,47282.7,2022-04-10,2022-05-29,49,AGT5145,Active,6347.541
POL53164,CUST10985,Property,887289.0,29720.8,2020-09-15,2022-12-01,807,AGT5134,Active,65711.467
POL53165,CUST11852,Property,864234.0,18450.8,2021-05-20,2023-08-19,821,AGT5102,Active,41501.662
POL53167,CUST11005,Whole,282818.0,43226.7,2023-06-27,2024-07-20,389,AGT5199,Active,46069.004
POL53170,CUST12032,Property,935953.0,4001.39,2021-12-20,2022-09-25,279,AGT5049,Active,3058.597
POL53171,CUST10371,Vehicle,273824.0,28256.6,2024-04-13,2024-09-14,154,AGT5173,Lapsed,11921.963
POL53172,CUST12369,Property,722772.0,18055.9,2021-09-14,2024-04-28,957,AGT5033,Cancelled,47341.086
POL53173,CUST11015,Vehicle,581519.0,41291.8,2024-01-14,2025-05-18,490,AGT5025,Lapsed,55432.827
POL53174,CUST12053,Vehicle,284895.0,48019.7,2023-01-17,2024-04-02,441,AGT5020,Lapsed,58018.322
POL53175,CUST10099,Vehicle,968107.0,27108.9,2022-08-15,2024-06-06,661,AGT5037,Lapsed,49093.104
POL53176,CUST11890,Health,672181.0,41354.1,2021-04-27,2024-12-31,1344,AGT5192,Active,152273.727
POL53180,CUST10833,Term,819978.0,13794.7,2021-07-18,2025-05-10,1392,AGT5163,Lapsed,52608.828
POL53181,CUST10150,Vehicle,375148.0,30423.7,2022-04-11,2024-09-21,894,AGT5217,Active,74517.227
POL53183,CUST10044,Health,517429.0,30227.2,2023-11-17,2025-06-24,585,AGT5140,Lapsed,48446.334
POL53184,CUST10959,Whole,920412.0,29369.3,2024-07-16,2025-06-14,333,AGT5253,Lapsed,26794.457
POL53185,CUST11924,Vehicle,412394.0,21950.1,2022-10-07,2024-08-11,674,AGT5159,Lapsed,40532.513
POL53186,CUST10701,Property,412283.0,40697.4,2024-03-02,2025-07-24,509,AGT5209,Cancelled,56753.361
POL53187,CUST10499,Term,539412.0,30930.3,2022-11-30,2022-12-23,23,AGT5051,Active,1949.033
POL53188,CUST10066,Vehicle,464948.0,22547.9,2024-07-18,2025-07-15,362,AGT5165,Active,22362.575
POL53190,CUST10796,Vehicle,552601.0,19350.8,2022-01-19,2022-01-25,6,AGT5204,Cancelled,318.095
POL53191,CUST12340,Term,670064.0,36286.6,2023-06-02,2024-02-25,268,AGT5169,Cancelled,26643.312
POL53192,CUST12175,Whole,128750.0,34628.3,2022-04-04,2024-04-28,755,AGT5008,Active,71628.401
POL53195,CUST10063,Health,269028.0,12901.4,2023-02-28,2025-04-28,790,AGT5020,Cancelled,27923.578
POL53196,CUST11822,Property,773917.0,12735.6,2022-12-28,2024-07-12,562,AGT5262,Lapsed,19609.335
POL53197,CUST10479,Health,385512.0,9385.16,2023-01-20,2024-01-04,349,AGT5135,Lapsed,8973.756
POL53198,CUST11673,Health,450241.0,30733.0,2021-06-09,2025-05-25,1446,AGT5072,Cancelled,121753.2
POL53199,CUST12165,Health,192902.0,25767.1,2023-11-08,2024-02-19,103,AGT5196,Cancelled,7271.264
POL53201,CUST10268,Vehicle,316945.0,49820.1,2022-02-28,2023-01-23,329,AGT5264,Cancelled,44906.337
POL53203,CUST11285,Health,768642.0,30504.8,2022-04-29,2024-05-28,760,AGT5048,Active,63516.844
POL53204,CUST12291,Health,333800.0,40271.6,2021-01-12,2022-08-19,584,AGT5135,Active,64434.56
POL53205,CUST12092,Term,169667.0,27781.1,2023-10-14,2025-04-13,547,AGT5209,Cancelled,41633.594
POL53206,CUST10628,Health,149504.0,16851.2,2023-10-13,2024-12-31,445,AGT5019,Lapsed,20544.614
POL53209,CUST11598,Health,432454.0,40325.9,2023-01-28,2023-12-19,325,AGT5027,Active,35906.623
POL53213,CUST10300,Whole,348360.0,5546.36,2024-05-09,2024-07-10,62,AGT5148,Cancelled,942.121
POL53215,CUST12178,Whole,687788.0,12590.8,2023-12-25,2025-06-17,540,AGT5199,Cancelled,18627.485
POL53217,CUST11671,Vehicle,326374.0,30454.4,2021-10-07,2025-02-01,1213,AGT5028,Lapsed,101208.732
POL53218,CUST11239,Vehicle,470111.0,26833.9,2023-09-10,2023-10-02,22,AGT5019,Active,1617.386
POL53220,CUST11861,Property,376005.0,27599.2,2024-03-14,2024-09-02,172,AGT5297,Lapsed,13005.65
POL53222,CUST11850,Health,846719.0,24511.7,2021-06-07,2023-07-26,779,AGT5055,Cancelled,52314.012
POL53225,CUST11340,Whole,383062.0,12461.6,2022-11-29,2024-04-21,509,AGT5193,Lapsed,17377.957
POL53226,CUST10466,Whole,675071.0,47786.1,2023-07-23,2024-02-06,198,AGT5024,Active,25922.323
POL53227,CUST10941,Vehicle,175158.0,47436.1,2023-06-07,2024-10-16,497,AGT5106,Lapsed,64591.073
POL53228,CUST11033,Vehicle,987001.0,48164.6,2021-11-15,2023-10-25,709,AGT5159,Cancelled,93558.086
POL53230,CUST11933,Property,397786.0,20997.9,2022-09-15,2024-02-04,507,AGT5021,Cancelled,29166.946
POL53231,CUST12441,Vehicle,215383.0,46494.5,2024-01-01,2024-04-17,107,AGT5232,Cancelled,13629.895
POL53233,CUST10907,Property,697679.0,26782.0,2024-04-16,2025-05-18,397,AGT5212,Cancelled,29130.011
POL53234,CUST10966,Whole,748646.0,44366.6,2022-11-29,2025-03-20,842,AGT5021,Lapsed,102347.061
POL53236,CUST11534,Vehicle,539219.0,38270.3,2024-01-18,2024-08-07,202,AGT5194,Active,21179.728
POL53237,CUST10906,Term,506084.0,46324.2,2022-06-07,2023-09-29,479,AGT5275,Cancelled,60792.58
POL53238,CUST10784,Vehicle,748886.0,34574.0,2022-09-04,2024-03-12,555,AGT5095,Lapsed,52571.425
POL53240,CUST11799,Term,645180.0,20509.8,2021-12-01,2022-01-24,54,AGT5158,Cancelled,3034.327
POL53241,CUST10113,Term,738732.0,30687.2,2020-10-11,2023-03-27,897,AGT5082,Cancelled,75414.845
POL53242,CUST11267,Property,657469.0,26614.4,2022-11-12,2024-10-30,718,AGT5163,Active,52353.806
POL53243,CUST12032,Property,169658.0,14153.3,2023-12-22,2024-12-17,361,AGT5279,Active,13998.195
POL53244,CUST10497,Property,559752.0,48572.3,2023-12-11,2024-05-14,155,AGT5190,Cancelled,20626.593
POL53246,CUST11654,Property,947590.0,46199.2,2023-04-07,2024-01-16,284,AGT5134,Cancelled,35946.775
POL53247,CUST10774,Whole,744874.0,26151.9,2023-11-11,2025-02-27,474,AGT5065,Cancelled,33961.645
POL53248,CUST11329,Health,817131.0,22442.7,2022-08-12,2023-06-11,303,AGT5149,Active,18630.515
POL53249,CUST12305,Vehicle,884299.0,11131.6,2023-07-10,2025-04-30,660,AGT5085,Active,20128.373
POL53250,CUST10190,Property,772449.0,7103.28,2023-12-11,2025-02-20,437,AGT5254,Cancelled,8504.475
POL53254,CUST10405,Term,944269.0,34849.2,2021-11-22,2023-07-10,595,AGT5264,Lapsed,56808.97
POL53255,CUST11582,Property,273804.0,6110.62,2023-12-19,2024-12-01,348,AGT5169,Active,5826.016
POL53256,CUST10031,Health,980872.0,32474.8,2022-01-03,2024-10-18,1019,AGT5165,Active,90662.524
POL53257,CUST12441,Term,189311.0,49885.0,2022-12-20,2025-01-17,759,AGT5021,Lapsed,103733.466
POL53258,CUST11831,Vehicle,519279.0,41012.9,2024-04-19,2024-10-06,170,AGT5293,Active,19101.899
POL53259,CUST11372,Vehicle,965759.0,28073.5,2021-11-22,2023-10-08,685,AGT5115,Cancelled,52685.884
POL53260,CUST11581,Health,720066.0,5645.14,2023-12-31,2024-10-16,290,AGT5219,Lapsed,4485.18
POL53261,CUST11463,Vehicle,642991.0,47507.3,2023-05-30,2024-11-03,523,AGT5194,Active,68072.104
POL53262,CUST12012,Term,816945.0,9953.17,2022-05-08,2024-11-04,911,AGT5167,Lapsed,24842.022
POL53263,CUST12215,Vehicle,872155.0,37821.3,2021-10-06,2024-09-06,1066,AGT5230,Active,110458.92
POL53264,CUST12278,Vehicle,598068.0,36095.4,2022-05-16,2023-12-16,579,AGT5234,Cancelled,57258.182
POL53265,CUST12141,Whole,353041.0,33479.0,2022-07-15,2023-08-30,411,AGT5125,Lapsed,37698.271
POL53266,CUST10217,Whole,448547.0,37294.5,2024-01-22,2024-08-12,203,AGT5264,Cancelled,20741.873
POL53267,CUST11867,Term,126357.0,13098.0,2024-01-30,2024-04-02,63,AGT5124,Lapsed,2260.751
POL53269,CUST12327,Vehicle,566585.0,23423.3,2023-12-21,2025-02-22,429,AGT5062,Lapsed,27530.399
POL53270,CUST10449,Term,396619.0,48737.1,2023-10-24,2024-03-31,159,AGT5068,Cancelled,21230.682
POL53271,CUST11205,Health,527087.0,49449.1,2022-12-12,2024-07-23,589,AGT5295,Cancelled,79795.945
POL53273,CUST11062,Health,728936.0,12256.9,2021-09-14,2022-12-24,466,AGT5140,Active,15648.535
POL53274,CUST11132,Term,998810.0,17110.4,2022-01-08,2025-07-04,1273,AGT5178,Active,59675.45
POL53275,CUST10484,Health,648016.0,15597.3,2022-10-02,2023-08-17,319,AGT5294,Lapsed,13631.613
POL53277,CUST10862,Whole,678996.0,37197.0,2024-02-24,2025-06-15,477,AGT5295,Active,48610.874
POL53278,CUST10523,Property,149818.0,32683.1,2023-12-12,2024-02-12,62,AGT5032,Lapsed,5551.65
POL53280,CUST12016,Health,789892.0,26979.5,2022-10-26,2024-12-25,791,AGT5012,Lapsed,58467.903
POL53281,CUST10222,Term,937188.0,36910.4,2023-03-14,2024-05-09,422,AGT5271,Active,42674.49
POL53282,CUST10243,Whole,930858.0,17082.6,2021-03-07,2022-10-11,583,AGT5030,Cancelled,27285.358
POL53283,CUST11650,Whole,213741.0,46257.8,2021-06-12,2025-02-27,1356,AGT5100,Active,171850.895
POL53284,CUST12211,Term,896830.0,6322.34,2024-04-13,2025-04-12,364,AGT5106,Cancelled,6305.019
POL53285,CUST10223,Property,553370.0,30907.6,2022-04-15,2023-02-24,315,AGT5252,Cancelled,26673.682
POL53286,CUST11120,Property,593808.0,31676.1,2023-07-02,2023-07-17,15,AGT5084,Lapsed,1301.758
POL53288,CUST10692,Whole,100982.0,41020.0,2024-03-17,2025-07-18,488,AGT5077,Active,54843.178
POL53290,CUST11181,Health,399715.0,9075.03,2022-02-25,2022-10-29,246,AGT5230,Cancelled,6116.322
POL53292,CUST10756,Property,843644.0,45359.5,2022-01-13,2022-06-07,145,AGT5025,Cancelled,18019.527
POL53293,CUST10991,Property,829140.0,31979.9,2023-01-27,2023-10-05,251,AGT5257,Cancelled,21991.657
POL53294,CUST11468,Whole,782837.0,13722.0,2022-07-20,2025-05-08,1023,AGT5236,Active,38459.195
POL53295,CUST12380,Property,483697.0,41541.7,2023-11-03,2023-12-08,35,AGT5098,Cancelled,3983.451
POL53297,CUST11493,Whole,688755.0,41015.3,2022-10-14,2024-12-24,802,AGT5168,Active,90121.289
POL53299,CUST10032,Health,631356.0,43578.1,2021-11-28,2024-12-11,1109,AGT5199,Active,132405.789
POL53300,CUST11209,Vehicle,764919.0,39460.0,2024-04-04,2025-04-22,383,AGT5032,Lapsed,41405.973
POL53301,CUST11614,Vehicle,610590.0,10551.1,2024-05-24,2024-11-21,181,AGT5048,Cancelled,5232.189
POL53302,CUST10921,Vehicle,998413.0,47458.9,2022-10-18,2025-06-25,981,AGT5122,Active,127553.92
POL53304,CUST10378,Whole,937669.0,45261.4,2024-06-11,2025-03-07,269,AGT5275,Cancelled,33357.032
POL53305,CUST11094,Property,513439.0,38271.2,2023-05-12,2025-04-04,693,AGT5254,Active,72662.854
POL53307,CUST10506,Vehicle,798052.0,40572.1,2022-10-21,2024-12-18,789,AGT5027,Cancelled,87702.43
POL53309,CUST11107,Health,906302.0,7265.62,2024-07-08,2025-04-18,284,AGT5129,Active,5653.25
POL53311,CUST11088,Term,121486.0,12406.2,2023-08-08,2023-09-13,36,AGT5008,Cancelled,1223.625
POL53313,CUST11529,Whole,865223.0,31726.3,2022-01-17,2023-03-16,423,AGT5119,Lapsed,36767.739
POL53314,CUST11355,Health,148505.0,4192.4,2022-06-13,2023-06-13,365,AGT5278,Cancelled,4192.4
POL53316,CUST11212,Health,151793.0,43015.2,2022-11-18,2024-06-11,571,AGT5210,Cancelled,67292.272
POL53317,CUST11882,Property,459430.0,40809.1,2021-06-15,2023-09-28,835,AGT5130,Lapsed,93357.804
POL53318,CUST12007,Property,815532.0,49246.7,2024-02-11,2025-03-30,413,AGT5038,Active,55722.978
POL53319,CUST10136,Term,213037.0,38754.9,2023-01-11,2025-06-24,895,AGT5211,Active,95029.138
POL53320,CUST10980,Term,457074.0,30337.5,2024-01-17,2025-01-22,371,AGT5069,Active,30836.199
POL53321,CUST11934,Health,493281.0,43713.2,2022-03-30,2023-12-25,635,AGT5112,Lapsed,76048.992
POL53322,CUST11196,Whole,107537.0,49481.2,2024-05-21,2025-06-05,380,AGT5020,Active,51514.674
POL53323,CUST12100,Term,523601.0,13332.6,2024-06-30,2025-01-29,213,AGT5075,Active,7780.394
POL53324,CUST10039,Health,568397.0,6975.67,2023-02-24,2023-03-17,21,AGT5082,Active,401.34
POL53325,CUST10704,Health,712748.0,36301.7,2020-11-30,2022-08-18,626,AGT5192,Cancelled,62259.902
POL53326,CUST12477,Whole,971000.0,20335.8,2023-09-22,2024-09-27,371,AGT5201,Lapsed,20670.087
POL53328,CUST10692,Vehicle,791904.0,7005.62,2022-01-15,2022-10-05,263,AGT5292,Cancelled,5047.885
POL53330,CUST10234,Term,837784.0,9052.26,2020-10-03,2023-09-11,1073,AGT5232,Lapsed,26611.164
POL53331,CUST11397,Vehicle,343257.0,38915.8,2021-04-28,2024-03-13,1050,AGT5171,Cancelled,111949.562
POL53332,CUST12470,Health,627515.0,12023.9,2021-07-06,2022-05-23,321,AGT5215,Lapsed,10574.444
POL53333,CUST11704,Health,130625.0,35963.7,2022-11-05,2023-07-04,241,AGT5227,Lapsed,23745.895
POL53334,CUST12105,Term,339413.0,45157.6,2022-11-30,2023-05-28,179,AGT5062,Active,22145.782
POL53335,CUST12484,Term,351905.0,31204.9,2020-07-28,2023-11-30,1220,AGT5009,Lapsed,104301.31
POL53337,CUST11367,Whole,916976.0,3934.8,2022-05-09,2022-11-24,199,AGT5037,Active,2145.275
